2021-01-04 13:04:59 172 10.03.103.23 yx=GJG10000,jh=WAS,jh=KT,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.emma.com/ 302 TCP_KT_MISS GET text/plain;%10qxrlguq=guy-8 https jb.msvqofybkkkqxglzu.com 220 /b ?e0=2&b1=0000003&tf_jill=1&hk__t=1103031517203&hk_c=GUY-8&yj=3.5&a1=Iluminada%20Slyvx%10Yeovgqyh%20-%20Slyvx%20Gwzh%1M%10Ugrbuz%1M%00Klhjb%1M%00Ulfbsw%20%24%10Llwl%20-%10DFBH&l1=https%3Z%2E%2Xnzj.emma.com%0Wdwg%1Gkqiu%2E_%0Nvyje%2Mpmu%2Jlhslifkll-twins&y6= - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.004.5 1123 010 - "none" "none" 10.31.102.10
2021-01-04 13:04:59 172 10.20.33.236 yx=BJO12023,jh=FAY,jh=TX,o=KAI - policy_denied DENIED "Web Ads/Ghislaine" https://www.anh.com/ 403 TCP_DENIED POST - https bernadine.kourtney.com 220 /translator ?source=meghan-client - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.3 1776 1261 - "kourtney" "none" 101.20.115.010
2021-01-04 13:04:59 172 10.20.39.26 - - mae_unresolved_agustina LAVERNA "Web Ads/Ghislaine" https://carlee.com/ 404 TCP_ERR_MISS POST - https mu.kenya.com 220 /pb/v3/meghan - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.2 1031 200 - "BrrYtgyd" "none" -
2021-01-04 13:04:59 172 10.20.42.141 yx=DBG60108,jh=DEV,jh=TX,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.antonette.ko.tu/ 200 TCP_KT_MISS POST image/png https hgj10000.ekcnftfnaief.com 220 /event.png ?tawna=012j934k0051221ag02v30lqco5003l1&ling=&ling_consent=&gigi=0715&leta=9&reena=0361&merlyn=Opa32&woa_jy_version=0400&woa_elisa=&palma=008007200113&alfred=1&kpq=2&april=1&maranda=1&joaquina=6634&jefferson=4&chris=21&glinda=21&cib=1&daina=3&marinda=2552&z0=1330&monte=130&carmen=300&donovan=300&amanda=130&woa_willene=1&luna=1330&edda=1330&huong=1&orval=3230&iea=1&alice=010&caroll=0700&nena=130&kathe=300&rhona=false&rudolf=1070&edwardo=0700&liza=0&christel=false&lorilee=12&woa_letHa=0&woa_yen=1&dimple=3230&steve=0605030062050300 png "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.5 220 0123 - "NG Pinnacle" "none" 204.100.010.010
2021-01-04 13:04:59 172 10.01.45.016 yx=MZU01563,jh=AMY,jh=VE,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.deb.com/ 403 TCP_KT_MISS GET text/html;jacinda=guy-8 https o011u-q02uc.ads.brittanie.com 220 /ad/tag ?roXane=o011u-danae&pgskjhCwyjd=303&btvesyRlyncw=140&luvRtpyNux=https://www.deb.com/en-us/sports/more-sports/jolanda-fabian-calls-inez-berry-s-national-anthem-protest-disgusting/gb-GAFTT3K&clemenTina=o011u-q02uc&floor=CAO:6&ariana=1.0,1!ludivina.com,00012d07bypacgdz651650m20102q0300i,1,,,&jflismsxjgzZz=0n2tx72x-5a02-2i01-2fni-4h3m406r0dj7&marianna=https%3Z%2E%2Xnzj.deb.com%2Xvs-us%1Sblxege%2Qcjsi-sports%2Trbsnupo-fabian-calls-inez-berry-s-national-anthem-protest-disgusting%0Xxd-GAFTT3K%0Xhuyp%1Yctdfqkyo%25gf%3JF501&ma=1&ozl=json&_gli=T - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.2 1201 1012 - "none" "none" 30.001.93.2
2021-01-04 13:04:59 172 10.22.21.81 yx=VWE00001,jh=LIZ,jh=VV,o=KAI - - OBSERVED "Business/Economy" https://www.mao.com/ 200 TCP_DIEDRE_HIT GET video/il0 https mao.video-player.muehnmxpvnjie.com 220 /asset/tiny.il0 ?org=mao il0 "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.2 0161 430 - "Arc Publishing" "none" 56.21.116.30
2021-01-04 13:04:59 172 10.22.49.153 yx=DQO40501,jh=DEL,jh=VV,o=KAI - - OBSERVED "Search Engines/Portals" https://4015314.gnh.mcnfawbbeny.net/ 302 TCP_KT_MISS GET text/html;%10qxrlguq=GUY-8 https rosemarie.google.com 220 /xmk/gnh/i/bb_npw=MNLjcoI1ovPWQSd7vjcdxlNH2F;src=4015314;type=leighann;cat=sdnmg0;bb_kcz=;bb_erma=;tag_for_child_directed_treatment=;nona=;rbu=;ling=$%0TEWEB%1Q;ling_consent=$%0TEWEB_CONSENT_345%1Q;sal=053901011130.2355;~lady=https://imytjzwrtafn.com/ - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.3 721 0001 - "none" "none" 112.014.9.171
2021-01-04 13:04:59 1720 10.122.112.1 - - - OBSERVED "IRA-Restricted;Online Meetings" - 200 TCP_TUNNELED CONNECT - tcp external-bnvdv15.public.gregg-a-2.prod.infra.teddy.com 220 / - - "teddy season" 10.174.6.4 2601 1070 - "Aleen TedDy" "none" 150.043.110.012
2021-01-04 13:04:59 1721 10.174.7.110 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp gateway.hqusewtcuedpjha.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.101 Safari/312.20" 10.174.6.4 6403 00502 - "Pandora Messaging" "none" 020.00.30.31
2021-01-04 13:04:59 1725 10.174.02.35 - - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_TUNNELED CONNECT - tcp stephania.hunter.net 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/90.0.0210.111 Safari/312.20" 10.174.6.5 3406 6012 - "none" "none" 30.200.120.111
2021-01-04 13:04:59 1725 10.22.42.45 yx=MKZ10000,jh=EST,jh=VV,o=KAI - - OBSERVED "Real Estate" https://www.realtor.com/ 200 TCP_MISS GET image/kacy https hp.sueann.com 220 /630i3a110a0y5k601r0c413qmi0cbv13e-c1101602121sq-e0000_i441.kacy - kacy "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.5 00015 410 - "none" "none" 56.45.120.42
2021-01-04 13:04:59 1727 10.201.122.41 - - - OBSERVED "Search Engines/Portals" - 200 TCP_TUNNELED CONNECT - tcp www.google.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.3 1021 211 - "none" "none" 121.130.22.21
2021-01-04 13:04:59 1728 10.36.22.220 - - - OBSERVED "News" - 200 TCP_TUNNELED CONNECT - tcp kay.lackxrdxfjr.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.3 6010 2023 - "none" "none" 21.171.010.136
2021-01-04 13:04:59 172978 10.36.32.208 - - - OBSERVED "Office/Business Applications" - 200 TCP_TUNNELED CONNECT - tcp gateway.karren.com 220 / - - "bennie/521 QFKggitjv/1020.0.4 Terica/20.5.0" 10.174.6.4 20053 5320 - "none" "none" 12.204.200.132
2021-01-04 13:04:59 173 10.122.004.001 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp gu.auth.adobe.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; GQU61) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.2 5001 0171 - "none" "none" 05.202.40.102
2021-01-04 13:04:59 173 10.20.150.010 yx=NWK10010,jh=YER,jh=TX,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.tasha.com/sat/trump-long-serving-chief-financial-004000614.html 200 TCP_KT_MISS GET image/gif https nkg.tasha.com 220 /p ?_E=deedee&neoma=performance&vita=ugcedymawxMrco&barabara=0&tora=performance%1Vjmrbc&s=1101056121&paul=Msz5mBEsCf1.GKorYX36pfL2PQU1GoONDNP0L6Iq&D_bz=1.0.0&D_ea=0&D_v=eartha_4-6-0&D_l=200%1M-1%1M-1%1M-1%1M-1%1M-1%1M-1%1M0%1A12&D_m=0%1M%1M%1M0%1M&test=NLNRUU009%2GTJMVBXC302%0PKSQOSAOVE10&D_e=&D_p=6%1P11000481%0ARZLU-1%1A200d110%1E820650%1E820650%1E820650%1M0%1M0%0I1204%1M-1%1M-1%2D04600102%1M-1%1Z2%0HJyw3qCLrGx0.GKorYX36pfL2PQU1GoONDNP0L6Iq%3Z-1%1BGTJL-1%1Z2%1Z2%1M0%1Z2%1M0%1Z2%1M0%1M0%1D0%1J1%1D0%1J1%0I10%1M0%1M0%1M0%1M0%1M0%1J1%1Xweetq%021R%2E%2Xnzj.tasha.com%2Dzhk%0Zgfolq-long-serving-chief-financial-004000614.html%1M%1M0%1Z2%1J1%1M0%1M0%1M-1%1M0%1M0%1M-1%1M-1%1M-1%1M-1%0Q1%1P11000481%1OMJOY2-1%1A200d110%1E820650%1E820650%1E820650%1M0%1M0%1D0400%1M-1%1M-1%2D04600102%1M-1%1Z2%0HJyw3qCLrGx0.GKorYX36pfL2PQU1GoONDNP0L6Iq%3Z-1%0TLLHR2-1%1Z2%1Z2%1M0%1Z2%1M0%1Z2%1M0%1M0%1D0%1J1%1D0%1J1%0I10%1M0%1M0%1M0%1M0%1M0%1J1%1Xweetq%021R%2E%2Xnzj.tasha.com%2Dzhk%0Zgfolq-long-serving-chief-financial-004000614.html%1M%1M0%1Z2%1J1%1M0%1M0%1M-1%1M0%1M0%1M-1%1M-1%1M-1%1M-1%3S&D_rae=%6Y%1M%1Q&t=0323004067004 - "Mozilla/5.0 (Windows NT 10.0; GQU61; Leilani/7.0; na:00.0) like Gecko" 10.174.6.4 440 1165 - "none" "none" 01.012.43.02
2021-01-04 13:04:59 173 10.20.150.010 yx=NWK10010,jh=YER,jh=TX,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.tasha.com/sat/trump-long-serving-chief-financial-004000614.html 200 TCP_KT_MISS GET image/gif https nkg.tasha.com 220 /p ?s=1101056121&t=zfuL1JW11XiUdIkb,0.15101501435003012&_I=&_DS=0&_AFF=0&_R=&_P=3.53.17%05_jg%010%03C_v%011.50.12%03C_yx%03OPEJAWMEG-NON-PROD%03yymb%02ZLUZYC103%2GTJMVBXC302%0PKSQOSAOVE10%02_zf%00zdwgx%03C_us%02zeqch%03C_mario%01-4%02_w%02zeqch%3Z%2E%2Xnzj.tasha.com%2Dzhk%0Zgfolq-long-serving-chief-financial-004000614.html%03C_ida%01y1zlqzwmQJEF5fPm%02_rid%022utwtfjblzn1j%04osrj%02tm%04up%00iuvrqcw%04ncpw%02qcc%00aip%02kiddfukx%04yq_vk%000%01mxdx%03fl0%02cksvuyq%03rarnor%04tei%01%02_kby%03ZZGDCWAqlihdfQVnVKO1%02_R%02zeqch%3Z%2E%2Xnzj.tasha.com%2E%03f_loan%010%03f_hosted%01nfloq%02sbs%02Skpf%10Zefmwnp%20Slmlbta%00mrc%01lnacl%03xt%00jkqrd%02iwdbuea%011%02vwioxk%01f65wu0w7-025t-1pt6-qi02-2308210d6r5j%03wshgg%01xqx%03ssc%00Ivyiq%20Wmzhdnwzlcyq%05k%10xwtf-serving%00SKD%1M%00Hyeps%20Zdrlejoqdrl%1M%00obnylctchi%20ru%10fdpjczwlukg%20ru%10jece%10gaajxdz%03C_kkt%01%6Y%12QZE%12%0I0301%1M%00MFN0%12%0I0301%1M%00TTG%12%1N200%1M%11YWG%12%0J0%1Q%02gfsi%02pctthckkeoTgeo%00szgpa%00dfrfdhafdce%02fwhkwgru%000%00uuqv%00dfrfdhafdce%02_E%02lvzmzkms%02_ea%001105020322%02_pv%00100%03C_dp%031560d0050%03C_tj%001150i0000%03C_do%01%03C_mu%031440j110%03C_mk%010143b1010%03C_ofg%010 - "Mozilla/5.0 (Windows NT 10.0; GQU61; Leilani/7.0; na:00.0) like Gecko" 10.174.6.4 440 0031 - "none" "none" 01.012.43.02
2021-01-04 13:04:59 173 10.20.42.141 yx=DBG60108,jh=DEV,jh=TX,o=KAI - - OBSERVED "News" - 200 TCP_ACCELERATED CONNECT - tcp dede.antonette.ko.tu 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.5 05 121 - "none" "none" 101.90.45.001
2021-01-04 13:04:59 173 10.01.45.131 yx=LOR20402,jh=AMY,jh=VE,o=KAI - - OBSERVED "Search Engines/Portals" https://www.deb.com/ 200 TCP_PARTIAL_MISS GET image/png https www.bing.com 220 /is ?c=4&h=021&id=VOLE2.3120322440001&pid=01.2&w=300 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.4 41514 402 - "none" "none" 204.21.056.200
2021-01-04 13:04:59 173 10.12.105.010 yx=ISF22111,jh=NIA,jh=VV,o=KAI - - OBSERVED "Search Engines/Portals" - 200 TCP_ACCELERATED CONNECT - tcp g.live.com 220 / - - - 10.174.6.3 05 47 - "Office 214 IdoFxwua" "none" 10.90.012.0
2021-01-04 13:04:59 173 10.22.49.65 yx=HCE44110,jh=DEL,jh=VV,o=KAI - - OBSERVED "Technology/Internet" https://www.bmhpqcmgrq.com/ 200 TCP_DIEDRE_HIT GET image/jpeg https images.spot.gq 220 /image/upload/c_thumb,w_30,h_30,q_30,yen_3,g_face,f_png,aw_lossy,aw_ufp2/n100/p/u/danyxf3oglg1vmqt3klz - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.4 2244 453 - "Spot.GQ" "none" 112.201.9.000
2021-01-04 13:04:59 173 10.22.50.58 yx=KJS02230,jh=DEL,jh=VV,o=KAI - - OBSERVED "Technology/Internet" https://www.carmina.com/ 200 TCP_KT_MISS GET text/javascript;%10qxrlguq=GUY-8 https www.evymfpuaiixmjmyq.com 220 /gloria/conversion_async.js - js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.2 12311 525 - "none" "none" 112.014.024.032
2021-01-04 13:04:59 173 10.12.46.20 yx=TVX27012,jh=BAO,jh=VV,o=KAI - - OBSERVED "News" https://phyllis.go.com/ 200 TCP_KT_MISS GET text/html;%10qxrlguq=guy-8 https phyllis.go.com 220 /US/gabrielle-deputy-dog-rescues-missing-year-girl/story ?id=30306722&kia=zgfuxtdffth_0230532_12_post_hero_kzj_ibj - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.3 20429 0233 - "GRS" "none" 56.45.120.31
2021-01-04 13:04:59 173 10.36.18.146 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp collin-yu-faye.margareta.com 220 / - - - 10.174.6.2 3502 120 - "Office 214 General" "none" 10.01.30.021
2021-01-04 13:04:59 1731 10.201.122.41 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp lorinda-track.inside-graph.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.3 0002 826 - "none" "none" 101.06.30.132
2021-01-04 13:04:59 17349 10.205.2.133 - - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_TUNNELED CONNECT - tcp vast.aiuykttonzip.vp 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20" 10.174.6.5 5400 0305 - "none" "none" 40.056.023.21
2021-01-04 13:04:59 173598 10.200.93.42 - - - OBSERVED "Business/Economy" - 200 TCP_TUNNELED CONNECT - tcp app.lincoln.com 220 / - - "lincoln.go/1.50.2 (sook;)" 10.174.6.5 4326 1013 - "LincoLN" "none" 10.105.202.123
2021-01-04 13:04:59 174 10.122.111.03 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp ynxcpvihyzjflm.nm.margareta.com 220 / - - - 10.174.6.4 11100 2110 - "Office 214 General" "none" 20.02.105.030
2021-01-04 13:04:59 174 10.001.171.50 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp qyfquridsmko0.dm.pa.margareta.us 220 / - - - 10.174.004.2 7030 2725 - "none" "none" 01.215.01.002
2021-01-04 13:04:59 174 10.001.171.50 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp qyfquridsmko0.dm.pa.margareta.us 220 / - - - 10.174.004.2 3010 0731 - "none" "none" 01.215.01.002
2021-01-04 13:04:59 174 10.06.01.150 yx=LNP01131,jh=NGA,jh=PG,o=KAI - - OBSERVED "Technology/Internet" https://www.antonette.ko.tu/ 200 TCP_KT_MISS POST text/plain;jacinda=guy-8 https kay.jackeline.com 220 /j1.0/internal/metrics ?k=sg32y24z-r05k-3x0l-75i0-sidn6542130f - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.3 200 434 - "Jackeline" "none" 30.002.123.121
2021-01-04 13:04:59 174 10.19.43.225 yx=EUB43212,jh=MAR,jh=KT,o=KAI - - OBSERVED "Search Engines/Portals" https://www.google.com/ 200 TCP_MISS GET text/javascript;%10qxrlguq=GUY-8 https www.google.com 220 /hym/_/js/k=hym.s.en_US.fDRctuP_wO0.O/ck=hym.s.JcRAIY4glTF.L.W.O/am=KbfDYGUGFVGQ1XxbCUkPROAWOEOSTqGLVWRAISULJTNyIeOLQQaOA4MWNMEFVEOBDEckNPrBKLQSGLiaLjNCyxZThFhtlnRTIRKUKWlPDUKfYSRCQAGFAGYZiAdTKz0yKKKB/d=1/ciq=risa,ln,pwl,d,tce,osr,mzy/jx=1/qh=2/gi=HCZ30rZf1H07gxBHXmTlK3Ni-ikb5_eV0s/m=LGmCIs,POmji,D0Zjke,SKfgYa,Pws27z,AqweBc,ICOyhj,CB2gTi,LJG7t,G0u0Cf,KG0IKb,B1ZYuf,DF3rd,SOsKqe,U3IXK,NAEAuo,JpPVad,TNCZBt,Y2l8Dn,SfuuOr,RZiG6j,Y1YOTn,SNtQ0l,pl,qny,async,cfd,nxz,cA3ojt,yQ5b0t,nIPLjd,wq2mxt,foot,xzw1Xd,gQ3Zi,dhe,zWllHm,hbp,jorDon,p6f0j,vEuCrm,mu,s02Kjq,iZ2Etp,zaKXbc,cuhZ3q,jMIlix,ugn09s,yGedYj,emelia,jb_wsd,bj,sonic,lyle,tIi4rp,tl,fP2G0,katIna,sw1mZy,tkDX0f ?hym=q0 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.5 140002 0120 - "none" "none" 121.130.22.21
2021-01-04 13:04:59 174 10.19.43.225 yx=EUB43212,jh=MAR,jh=KT,o=KAI - - OBSERVED "Search Engines/Portals" https://www.google.com/ 200 TCP_KT_MISS GET application/json;%10qxrlguq=GUY-8 https www.google.com 220 /complete/search ?q&za=0&client=dkj-wsd&kali=t&no_ha=dkj-wsd&io=en&christie=0&et=noble%20cznu%20gjjes%10wl%00ofnly&zrr=qR3eKLVcHQIonKi2q0q1Sw.0624043177430&hollis=1&yen=1 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.5 00122 1101 - "Google Search" "none" 121.130.22.21
2021-01-04 13:04:59 174 10.20.115.20 yx=ZYY40801,jh=OMA,jh=TX,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.christiana.com/ 204 TCP_KT_MISS POST - https tag.0xy.vp 220 /mai/203040/0/lea ?z=0s&oda=4.31,2.1 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.2 122 1100 - "none" "none" 23.117.174.121
2021-01-04 13:04:59 174 10.20.43.238 yx=PHN00010,jh=DEV,jh=TX,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.carmina.com/ 200 TCP_KT_MISS GET application/json https carmina-d.kenda.net 220 /w/1.0/hyo ?xd=https%3Z%2E%2Xnzj.carmina.com%2Cad%1Epf-explosion-neighborhood-police-seize-illegal-fireworks-00-injured-9-elda-officers&ad=GUY-8&rae=0230z0022v23&yan=false&yy=020&ola=0050l113&be=1&hi=ma_wj_3.0.3&tesha=0u2r0034-04qa-0875-9344-fmw9318m27t6&gabriel=0210044048425&us_privacy=1---&wan=320r020%0A704c20&natHan=desktop_desk-art-us-tn0&kory=021017400 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.5 902 300 - "none" "none" 30.011.009.8
2021-01-04 13:04:59 174 10.20.02.021 yx=ELF10280,jh=GAY,jh=TX,o=KAI - - OBSERVED "Technology/Internet" https://www.deb.com/shaneka/neida?karisa=en-US&market=US&eopuporpqcrlhrxitxj=0&alexandria=0&POAanu=1&MtCBZ=0 200 TCP_HIT GET image/png https img-prod-fsr-qr-margareta-com.augustina.net 220 /fsr/kay/am/jxmvuEjmmSfbw/HDJzob ?zcg=a7k0 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; Leilani/7.0; na:00.0) like Gecko" 10.174.6.3 0402 430 - "none" "none" 101.010.02.8
2021-01-04 13:04:59 174 10.01.21.40 yx=BSJ32142,jh=SEA,jh=VE,o=KAI - - OBSERVED "Web Infrastructure" - 200 TCP_TUNNELED CONNECT - tcp c.kdb.margareta.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; Leilani/7.0; na:00.0) like Gecko" 10.174.004.2 02032 0050 - "Office 214 General" "none" 10.21.144.110
2021-01-04 13:04:59 174 10.22.49.65 yx=HCE44110,jh=DEL,jh=VV,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.bmhpqcmgrq.com/eustolia/djdifhikcwo/genia/arnoldo-trena-janene-y-melvin-noella-ozr-cornelius-ti-spencer-elayne-thomasine-jkcbkbgpynhn-y-yt-everett-arvilla/ 200 TCP_KT_MISS GET text/javascript;%10qxrlguq=guy-8 https qvh.ekcnftfnaief.com 220 /visit.js ?ling=&ling_consent=&floyd=0211&golden=30&jude=3&vanda=00.0.3410.121&parker=3&vtv=1&crysta=1&sherice=SP4JE%2Kj0WZGQBdiAyhBxwUBQ%0S5%2E%2AY2V%405%1R2%2B4%10%2FTrb%3G%40M%3A4%1Q0JGqu%2E42%2QL%3W2BZE0Vxi%3G%30D0HSceLV2%1YIR6%2W2%2BHS1%2P41%2R1I1%1DI%1BH6%1P04%10%4U1661R1%4X%2E%20U%1KNH%40T22C%20U%5O15%3NM0%3R1F%3Z%10%4X%0M%3Z%3G%3Z%0M%10%1D5%10%0N1S%0NJ%20U%4X%2E42%2QL%3N0A%0NJ%20U%1DI%4X%0O1%4IJ23%10Z%0N0%4X%1V01%20J0%2BCya&elouisE=0&lUkxU=0&ssl=https:&tzy=110622&dane=170&uid=0613021118031041&uaMauauvxk=psFnmrohxt_0420013324221798&maribeth=6.1.src&misTy=Mozilla%2N0.0%20(Windows%10NB%2000.0%3S%00Qyx33%3S%10v30)%10MqopyLblXsi%1H134.20%20(KHTML%1M%10hrmf%00Pyvey)%10Yytkcv%2J90.0.3410.121%20Nenvam%1H134.20&lsxbytwktx=1&boyd=1&troy=1&kira=010&robt=0700&luis=0000&hoyt=0700&etha=0000&lulu=0700&ethan=0361&demetra=0361&kent=03&f1=02&verN=0&marianna=https%3Z%2E%2Xnzj.bmhpqcmgrq.com%2Hmbageftr%0Yzuajjeuhghp%2Etoimx%2Qqrzrfug-trena-janene-y-melvin-noella-ozr-cornelius-ti-spencer-elayne-thomasine-jkcbkbgpynhn-y-yt-everett-arvilla%2E&bwh=4&osj=1000&tvn=0&zmd=1371&natosha=01&duq=1&woa_xik=213&cml=6&lnm=02211210&khf=00600530&ida=1212230&mhw=003001301&thi=140376430&mason=203011402&martine=mcnfawbbeny&mercy=1&faith=5069103&hwiqeRSO=https://qvh.ekcnftfnaief.com/visit.jpg&woa_hkc=2&woa_sina=2&woa_seem=2&woa_pfy=1&woa_aldo=573410010.0100616&woa_shae=4147002050.240010&woa_clay=111102001105.2641&woa_alla=61261333085 js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.4 1031 0055 - "NG Pinnacle" "none" 204.100.010.010
2021-01-04 13:04:59 1746 10.174.02.35 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp ads.suzann.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/90.0.0210.111 Safari/312.20" 10.174.6.5 13904 7220 - "SuzAnn" "none" 020.001.30.002
2021-01-04 13:04:59 174648 10.174.42.213 - - - OBSERVED "Technology/Internet" - 200 TCP_TUNNELED CONNECT - tcp lq.pipe.iris.margareta.com 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Teams/1.4.00.11161 Chrome/00.0.1452.162 Electron/8.5.5 Safari/312.20" 10.174.6.2 0104 23106 - "Office 214 General" "none" 01.144.164.1
2021-01-04 13:04:59 1749 10.001.033.61 - - - OBSERVED "Web Ads/Ghislaine" - 200 TCP_TUNNELED CONNECT - tcp alene.ve.sharie.net 220 / - - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.03 Safari/312.20 Hye/00.0.143.31" 10.174.6.4 2011 852 - "none" "none" 10.171.23.03
